2.07,1.85,0,0
1.97,1.98,0,0
1.94,1.82,0,0
,1.88,4,0
1.92,3.12,0,0
1.95,1.85,0,0
1.91,1.79,0,0
,,4,4
1.95,1.77,0,0
,1.8,4,0
1.96,1.84,0,0
1.97,1.83,0,0
,1.84,4,0
1.97,2.05,0,0
,1.86,4,0
1.97,1.82,0,0
2,1.83,0,0
,1.89,4,0
2.24,1.88,0,0
,1.87,4,0
,1.87,4,0
,,4,4
,1.84,4,0
,1.91,4,0
,,4,4
,1.96,4,0
2.04,1.96,0,0
,2,4,0
,1.98,4,0
,,4,4
2.1,2.01,0,0
,2.05,4,0
,2.03,4,0
,2,4,0
,2.09,4,0
2.17,2.04,0,0
2.18,2.09,0,0
2.24,2.09,0,0
2.27,2.15,0,0
,,4,4
,,4,4
,2.1,4,0
,,4,4
,,4,4
,,4,4
,2.12,4,0
,2.19,4,0
,2.22,4,0
,,4,4
,2.26,4,0
,2.25,4,0
,,4,4
2.44,2.26,0,0
2.42,2.32,0,0
,2.31,4,0
,2.31,4,0
,2.31,4,0
,2.33,4,0
,2.35,4,0
,2.38,4,0
,2.37,4,0
2.55,2.39,0,0
2.57,2.41,0,0
2.6,2.44,0,0
2.61,2.46,0,0
2.63,2.48,0,0
2.69,2.51,0,0
2.69,2.53,0,0
2.75,2.6,0,0
2.77,2.63,0,0
2.8,2.65,0,0
2.82,2.66,0,0
2.84,2.69,0,0
2.86,2.71,0,0
2.89,2.73,0,0
2.91,2.75,0,0
2.93,2.77,0,0
2.95,2.8,0,0
2.97,2.82,0,0
2.99,2.84,0,0
3,2.86,0,0
3.02,2.88,0,0
3.04,2.9,0,0
3.06,2.92,0,0
3.08,2.94,0,0
3.09,2.96,0,0
3.11,2.98,0,0
3.12,2.99,0,0
3.13,3.01,0,0
3.15,3.02,0,0
3.16,3.04,0,0
3.17,3.06,0,0
3.04,3.03,0,0
,,4,4
,,4,4
,,4,4
,,4,4
,,4,4
,,4,4
,,4,4
,3.09,4,0
,3.09,4,0
,3.14,4,0
2.77,3.21,0,0
2.98,3.21,0,0
3.18,3.22,0,0
3.28,3.23,0,0
3.3,3.24,0,0
3.3,3.25,0,0
3.3,3.26,0,0
3.31,3.27,0,0
3.32,3.28,0,0
3.33,3.29,0,0
3.35,3.29,0,0
3.36,3.3,0,0
3.36,3.31,0,0
3.37,3.32,0,0
3.37,3.33,0,0
3.38,3.34,0,0
3.38,3.34,0,0
3.38,3.34,0,0
3.37,3.34,0,0
3.36,3.34,0,0
3.35,3.34,0,0
3.34,3.33,0,0
3.33,3.33,0,0
3.32,3.32,0,0
3.32,3.32,0,0
3.31,3.32,0,0
3.31,3.32,0,0
3.31,3.32,0,0
3.31,3.32,0,0
3.31,3.32,0,0
3.32,3.32,0,0
3.33,3.33,0,0
3.35,3.34,0,0
3.35,3.34,0,0
3.36,3.35,0,0
3.37,3.35,0,0
3.39,3.36,0,0
3.39,3.37,0,0
3.41,3.38,0,0
3.42,3.39,0,0
3.44,3.4,0,0
3.45,3.4,0,0
3.46,3.41,0,0
3.47,3.42,0,0
3.47,3.43,0,0
3.49,3.44,0,0
3.51,3.46,0,0
3.52,3.47,0,0
3.52,3.48,0,0
3.52,3.48,0,0
3.52,3.48,0,0
3.51,3.48,0,0
3.5,3.48,0,0
3.49,3.47,0,0
3.47,3.46,0,0
3.44,3.44,0,0
3.41,3.41,0,0
3.37,3.39,0,0
3.34,3.36,0,0
3.3,3.32,0,0
3.26,3.28,0,0
3.23,3.25,0,0
3.17,3.21,0,0
3.13,3.16,0,0
3.09,3.12,0,0
3.05,3.08,0,0
3.02,3.04,0,0
2.99,3.01,0,0
2.96,2.97,0,0
2.93,2.94,0,0
2.91,2.91,0,0
2.88,2.89,0,0
2.86,2.86,0,0
2.85,2.84,0,0
2.82,2.81,0,0
2.81,2.79,0,0
2.79,2.77,0,0
2.77,2.75,0,0
2.77,2.74,0,0
2.75,2.73,0,0
2.75,2.72,0,0
2.74,2.71,0,0
2.72,2.69,0,0
2.71,2.68,0,0
2.7,2.66,0,0
2.69,2.65,0,0
2.69,2.64,0,0
2.68,2.63,0,0
2.68,2.62,0,0
2.67,2.62,0,0
2.68,2.62,0,0
2.67,2.61,0,0
2.67,2.61,0,0
2.68,2.61,0,0
2.68,2.61,0,0
2.69,2.61,0,0
2.68,2.6,0,0
2.69,2.59,0,0
2.7,2.61,0,0
2.69,2.61,0,0
2.7,2.62,0,0
2.71,2.62,0,0
2.72,2.63,0,0
2.73,2.63,0,0
2.74,2.64,0,0
2.75,2.65,0,0
2.77,2.67,0,0
2.79,2.68,0,0
2.81,2.7,0,0
2.84,2.71,0,0
2.86,2.74,0,0
2.89,2.75,0,0
2.92,2.78,0,0
2.96,2.82,0,0
2.98,2.84,0,0
3,2.85,0,0
3.02,2.87,0,0
3.04,2.89,0,0
3.07,2.92,0,0
3.09,2.94,0,0
3.11,2.97,0,0
3.13,2.99,0,0
3.16,3.01,0,0
3.18,3.03,0,0
3.22,3.07,0,0
3.24,3.08,0,0
3.26,3.1,0,0
3.28,3.12,0,0
3.29,3.13,0,0
3.3,3.14,0,0
3.32,3.15,0,0
3.33,3.16,0,0
3.34,3.17,0,0
3.34,3.18,0,0
3.34,3.18,0,0
3.33,3.18,0,0
3.32,3.17,0,0
3.3,3.16,0,0
3.27,3.15,0,0
3.24,3.12,0,0
3.2,3.09,0,0
3.16,3.07,0,0
3.12,3.04,0,0
3.08,3,0,0
3.04,2.97,0,0
3.01,2.94,0,0
2.98,2.91,0,0
2.95,2.88,0,0
2.91,2.85,0,0
2.89,2.83,0,0
2.86,2.8,0,0
2.84,2.78,0,0
2.82,2.76,0,0
2.8,2.74,0,0
2.78,2.72,0,0
2.77,2.71,0,0
2.76,2.69,0,0
2.75,2.69,0,0
2.75,2.68,0,0
2.74,2.67,0,0
2.74,2.67,0,0
2.74,2.66,0,0
2.74,2.66,0,0
2.74,2.66,0,0
2.75,2.67,0,0
2.75,2.68,0,0
2.76,2.68,0,0
2.77,2.69,0,0
2.78,2.69,0,0
2.79,2.7,0,0
2.8,2.71,0,0
2.81,2.72,0,0
2.82,2.73,0,0
2.83,2.73,0,0
2.83,2.74,0,0
2.85,2.76,0,0
2.84,2.77,0,0
2.84,2.75,0,0
2.83,2.74,0,0
2.82,2.74,0,0
2.81,2.73,0,0
2.81,2.73,0,0
2.8,2.72,0,0
2.8,2.72,0,0
2.8,2.72,0,0
2.79,2.72,0,0
2.79,2.71,0,0
2.79,2.71,0,0
2.79,2.7,0,0
2.79,2.7,0,0
2.79,2.7,0,0
2.78,2.7,0,0
2.78,2.7,0,0
2.78,2.7,0,0
2.78,2.7,0,0
2.77,2.7,0,0
2.77,2.69,0,0
2.77,2.69,0,0
2.78,2.7,0,0
2.78,2.7,0,0
2.77,2.7,0,0
2.77,2.7,0,0
2.77,2.7,0,0
2.78,2.7,0,0
2.78,2.7,0,0
2.78,2.71,0,0
2.79,2.71,0,0
2.79,2.72,0,0
2.8,2.72,0,0
2.81,2.73,0,0
2.81,2.74,0,0
2.82,2.74,0,0
2.82,2.75,0,0
2.75,2.76,0,0
,2.65,4,0
,,4,4
,,4,4
,,4,4
,,4,4
,,4,4
,,4,4
,2.37,4,0
,2.63,4,0
,2.73,4,0
,2.78,4,0
,2.81,4,0
,2.82,4,0
,2.84,4,0
,2.85,4,0
,2.86,4,0
2.4,2.87,0,0
2.88,2.87,0,0
2.72,2.88,0,0
2.64,2.9,0,0
2.66,2.91,0,0
2.73,2.92,0,0
2.88,2.93,0,0
2.92,2.94,0,0
2.94,2.96,0,0
2.94,2.97,0,0
2.93,2.98,0,0
2.99,2.98,0,0
2.95,2.99,0,0
2.93,2.99,0,0
2.94,2.99,0,0
2.92,2.99,0,0
2.92,3,0,0
2.94,2.99,0,0
2.92,3,0,0
2.94,3,0,0
2.94,2.99,0,0
2.94,2.99,0,0
2.95,2.99,0,0
2.95,2.99,0,0
2.95,3,0,0
2.97,3.01,0,0
2.97,3.02,0,0
