left,right
2.913206669174678,2.75
2.4,2.755
2.49,2.7533333333333334
2.5733333333333337,2.7475
2.6125000000000003,2.746
2.64,2.7466666666666666
2.6633333333333336,2.7471428571428573
2.682857142857143,2.7487500000000002
2.7,2.748888888888889
2.7155555555555555,2.75
2.729,2.751818181818182
2.743636363636364,2.7558333333333334
2.7583333333333333,2.7607692307692306
2.772307692307692,2.766428571428572
2.7857142857142856,2.7713333333333336
2.7986666666666666,2.7768750000000004
2.81125,2.782352941176471
2.823529411764706,2.7883333333333336
2.8355555555555556,2.7947368421052636
2.8473684210526318,2.8015000000000003
2.859,2.808571428571429
2.8704761904761904,2.8159090909090914
2.881818181818182,2.8239130434782616
2.893043478260869,2.8320833333333337
2.905416666666666,2.8420000000000005
2.9155999999999995,2.851923076923077
2.9257692307692307,2.8618518518518523
2.9355555555555553,2.8717857142857146
2.9442857142857144,2.881034482758621
2.9520689655172414,2.8896666666666673
2.9593333333333334,2.897741935483871
2.9654838709677422,2.9053125000000004
2.9709375000000002,2.9121212121212126
2.975454545454546,2.9182352941176473
2.979117647058824,2.9234285714285715
2.982,2.927777777777778
2.984166666666667,2.9313513513513514
2.985675675675676,2.93421052631579
2.9863157894736845,2.9364102564102565
2.986410256410257,2.9377500000000003
2.9857500000000003,2.9382926829268294
2.9848780487804882,2.9383333333333335
2.983809523809524,2.937906976744186
2.9820930232558145,2.9370454545454545
2.980454545454546,2.9357777777777776
2.9782222222222225,2.9341304347826087
2.976304347826087,2.9323404255319145
2.9740425531914894,2.9304166666666664
2.971666666666667,2.928163265306122
2.969183673469388,2.9257999999999997
2.9666,2.9268
2.9752000000000005,2.9274
2.9802000000000004,2.928
2.9824,2.9290000000000003
2.9846000000000004,2.9294
2.9864000000000006,2.9294
2.9874000000000005,2.9294
2.988000000000001,2.9290000000000003
2.988000000000001,2.9288000000000007
2.987800000000001,2.9282000000000004
2.9874000000000014,2.9274
2.986200000000002,2.9259999999999997
2.984400000000002,2.9241999999999995
2.9824000000000024,2.9221999999999997
2.980200000000002,2.9202
2.9778000000000024,2.9179999999999997
2.9750000000000028,2.9155999999999995
2.9722000000000026,2.9129999999999994
2.9692000000000025,2.9101999999999997
2.9660000000000024,2.9071999999999996
2.9626000000000023,2.9042000000000003
2.9592000000000023,2.9010000000000002
2.9556000000000022,2.8974
2.951800000000002,2.8936
2.9472000000000027,2.8888
2.9434000000000027,2.8838
2.9394000000000022,2.8786
2.9352000000000023,2.8732000000000006
2.9314000000000022,2.8680000000000008
2.9280000000000026,2.863000000000001
2.9246000000000025,2.8580000000000005
2.9216000000000024,2.853200000000001
2.9190000000000027,2.848600000000001
2.917000000000003,2.844400000000001
2.915400000000003,2.840600000000001
2.914200000000003,2.837200000000001
2.913600000000003,2.8344000000000005
2.913600000000003,2.8320000000000003
2.914400000000003,2.8302000000000005
2.915800000000003,2.8292
2.9178000000000033,2.8289999999999997
2.9204000000000034,2.8294
2.923200000000004,2.8304
2.927000000000004,2.832
2.9308000000000036,2.8342
2.935400000000004,2.8369999999999997
2.9400000000000044,2.8402
2.9450000000000047,2.8438
2.950400000000004,2.8482
2.9560000000000044,2.8531999999999997
2.9614000000000043,2.8579999999999997
2.966600000000004,2.8627999999999996
2.971400000000004,2.8673999999999995
2.9752000000000036,2.8715999999999995
2.9786000000000037,2.8756
2.981600000000004,2.8794
2.984000000000003,2.8826
2.986000000000003,2.8855999999999993
2.987800000000003,2.8881999999999994
2.988800000000003,2.8903999999999996
2.9892000000000025,2.8922
2.989400000000002,2.8933999999999997
2.989000000000002,2.8944
2.988200000000002,2.8945999999999996
2.9868000000000023,2.894399999999999
2.984400000000002,2.8935999999999997
2.982000000000002,2.8925999999999994
2.9788000000000023,2.8911999999999995
2.9754000000000023,2.889199999999999
2.9710000000000023,2.886799999999999
2.9668000000000023,2.883799999999999
2.9618000000000024,2.8803999999999985
2.956400000000002,2.8765999999999985
2.9510000000000023,2.8723999999999985
2.945200000000002,2.8679999999999986
2.939000000000002,2.8631999999999986
2.932600000000002,2.8579999999999983
2.9262000000000024,2.852599999999998
2.919600000000002,2.846799999999998
2.912600000000002,2.840799999999999
2.9056000000000024,2.834799999999999
2.8986000000000023,2.8283999999999994
2.8916000000000026,2.8217999999999988
2.8842000000000025,2.815199999999999
2.877000000000002,2.8085999999999998
2.870000000000002,2.802
2.861800000000002,2.7952000000000004
2.8534857142857164,2.7882000000000007
2.845057142857145,2.780914285714286
2.8365142857142875,2.773342857142857
2.828057142857145,2.7654857142857145
2.819285714285716,2.757342857142857
2.8106000000000018,2.7489142857142856
2.801600000000002,2.7401999999999997
2.7926857142857164,2.7311999999999994
2.783657142857145,2.7223999999999995
2.7745142857142877,2.7138
2.765457142857145,2.7045999999999997
2.7562857142857164,2.695
2.7472000000000025,2.6848
2.7386000000000026,2.6748000000000003
2.7298000000000027,2.665
2.7204000000000024,2.6556
2.711800000000003,2.6466
2.7038000000000033,2.6379999999999995
2.6968000000000028,2.6302
2.6908000000000034,2.623
2.685400000000003,2.6164000000000005
2.681000000000003,2.6104000000000003
2.6776000000000035,2.6054000000000004
2.6756000000000033,2.6016000000000004
2.6742000000000035,2.5984000000000003
2.674000000000004,2.5962
2.6744000000000034,2.5948
2.6752000000000034,2.5940000000000003
2.677200000000003,2.5938
2.679400000000003,2.5942000000000003
2.682400000000003,2.5952
2.6858000000000026,2.5970000000000004
2.690600000000002,2.5994000000000006
2.6952000000000025,2.6024000000000007
2.7006000000000023,2.606200000000001
2.7066000000000026,2.610400000000001
2.7128000000000028,2.6152000000000015
2.7196000000000025,2.6204000000000014
2.726800000000003,2.626200000000001
2.734200000000003,2.6324000000000014
2.742000000000003,2.638800000000001
2.7500000000000036,2.645800000000001
2.7580000000000036,2.6530000000000005
2.7660000000000036,2.6602000000000006
2.7740000000000036,2.6675999999999997
2.781800000000004,2.6752
2.790000000000004,2.6828
2.797800000000004,2.6903999999999995
2.8054000000000046,2.6979999999999995
2.814000000000005,2.7055999999999996
2.822514285714291,2.7135999999999996
2.8309428571428623,2.721685714285714
2.8392857142857197,2.7298571428571425
2.8473428571428623,2.7381142857142855
2.8553142857142904,2.746457142857143
2.8632000000000044,2.7548857142857144
2.8708000000000045,2.7634000000000003
2.87831428571429,2.7720000000000002
2.8855428571428616,2.7802000000000002
2.8924857142857183,2.7878000000000003
2.899342857142861,2.7960000000000003
2.9057142857142897,2.8040000000000003
2.9116000000000035,2.8118
2.9170000000000034,2.8194
2.922600000000003,2.8266000000000004
2.9288000000000034,2.8334
2.934400000000003,2.8398000000000008
2.9396000000000027,2.8462000000000005
2.9438000000000026,2.851800000000001
2.947400000000003,2.8570000000000007
2.9504000000000032,2.8618000000000006
2.952400000000003,2.866000000000001
2.953800000000003,2.869600000000001
2.953600000000003,2.871400000000001
2.953000000000003,2.8728000000000007
2.9514000000000027,2.873200000000001
2.9490000000000025,2.8730000000000007
2.946400000000003,2.8724000000000007
2.9432000000000027,2.871400000000001
2.9396000000000027,2.8698000000000006
2.935600000000002,2.8676000000000004
2.9310000000000027,2.864600000000001
2.925600000000003,2.8610000000000007
2.9198000000000026,2.8566000000000007
2.9136000000000024,2.8514000000000004
2.9068000000000023,2.8464000000000005
2.899400000000002,2.8406000000000002
2.8914000000000026,2.8340000000000005
2.8832000000000026,2.8272000000000004
2.874800000000003,2.8200000000000007
2.866000000000003,2.8124000000000007
2.8570000000000033,2.8044000000000007
2.8482000000000034,2.7962000000000007
2.8394000000000035,2.7880000000000007
2.8306000000000036,2.7798000000000007
2.8218000000000036,2.7716000000000007
2.8128000000000037,2.7634000000000007
2.8044000000000033,2.755800000000001
2.796200000000003,2.7480000000000007
2.788200000000003,2.7404000000000006
2.7800000000000025,2.7322000000000006
2.7718000000000016,2.7242000000000006
2.7638000000000016,2.7160000000000006
2.756000000000002,2.7078000000000007
2.7482000000000024,2.699600000000001
2.7404000000000024,2.6916000000000007
2.7330000000000023,2.6834000000000007
2.725800000000002,2.6754000000000007
2.7188000000000017,2.667600000000001
2.7120000000000015,2.660000000000001
2.705400000000002,2.6524000000000014
2.6994000000000016,2.6450000000000014
2.6940000000000013,2.638200000000001
2.689400000000002,2.6320000000000014
2.6856000000000018,2.6262000000000016
2.6826000000000016,2.6214000000000017
2.680400000000002,2.6174000000000013
2.6788000000000016,2.6140000000000017
2.6780000000000017,2.611200000000001
2.6780000000000017,2.6092000000000013
2.6788000000000016,2.607800000000001
2.680600000000002,2.6072000000000006
2.6830000000000016,2.6074000000000006
2.686600000000001,2.609000000000001
2.690800000000001,2.611400000000001
2.695800000000001,2.614400000000001
2.7016000000000013,2.6182000000000016
2.708000000000001,2.6226000000000016
2.715200000000001,2.6276000000000015
2.7222000000000013,2.633400000000002
2.7295500000000015,2.6356000000000024
2.7374500000000017,2.6387473684210545
2.7459000000000016,2.64264210526316
2.754900000000002,2.6474842105263177
2.764250000000002,2.6530736842105282
2.774150000000002,2.6588105263157917
2.784600000000002,2.6654947368421076
2.7956000000000016,2.673126315789476
2.806950000000002,2.681105263157897
2.818650000000001,2.6898315789473703
2.830700000000001,2.6993052631578967
2.8431000000000006,2.709326315789476
2.85585,2.7198947368421074
2.86895,2.7310105263157918
2.8823999999999996,2.7426736842105286
2.8961999999999994,2.7548842105263187
2.9103499999999993,2.76744210526316
2.9244499999999993,2.7799473684210545
2.9386999999999994,2.7932000000000023
2.9530999999999996,2.8068000000000017
2.96772,2.8208200000000017
2.98236,2.8346600000000017
2.9968199999999996,2.848720000000002
3.0112999999999994,2.862800000000002
3.0257999999999994,2.876900000000002
3.0403199999999995,2.8908200000000015
3.0546599999999997,2.9049600000000013
3.06882,2.9189200000000017
3.083,2.9327000000000014
3.0972000000000004,2.9465000000000017
3.1113999999999997,2.9603000000000015
3.1253999999999995,2.9743000000000013
3.1391999999999998,2.9879000000000016
3.1521999999999997,3.001300000000001
3.164399999999999,3.014500000000001
3.1757999999999997,3.0267000000000013
3.1864,3.0381000000000014
3.1962,3.048700000000001
3.2051999999999996,3.0585000000000013
3.213199999999999,3.0675000000000012
3.2203999999999997,3.0755000000000012
3.2265999999999995,3.0827000000000013
3.2317999999999993,3.0887000000000016
3.2363999999999997,3.0941000000000014
3.2396000000000003,3.0983000000000014
3.2420000000000004,3.1015000000000015
3.2434000000000003,3.1037000000000012
3.2438000000000007,3.104900000000001
3.2430000000000008,3.105100000000001
3.2422000000000004,3.1043000000000007
3.2406500000000005,3.106700000000001
3.2381500000000005,3.1081526315789483
3.2349000000000006,3.108657894736843
3.2311000000000005,3.108215789473685
3.226550000000001,3.106626315789475
3.220850000000001,3.104289473684211
3.2144000000000004,3.1008052631578953
3.2072000000000007,3.096573684210527
3.1992500000000006,3.0913947368421053
3.190750000000001,3.0850684210526316
3.181300000000001,3.077994736842105
3.1711000000000014,3.069773684210526
3.1603500000000015,3.060805263157895
3.1490500000000012,3.0508894736842103
3.137000000000002,3.0398263157894734
3.1248000000000014,3.028415789473684
3.1122500000000013,3.0162578947368424
3.099350000000001,3.0035526315789474
3.085700000000001,2.9896999999999996
3.071500000000001,2.9753
3.057080000000001,2.96048
3.0426400000000013,2.9454399999999996
3.0277800000000012,2.9301799999999996
3.0127000000000015,2.9148999999999994
2.9976000000000016,2.8996
2.982880000000001,2.8846800000000004
2.967940000000001,2.8697400000000006
2.952980000000001,2.8545800000000003
2.938000000000001,2.8394
2.9230000000000014,2.8241999999999994
2.9080000000000013,2.8087999999999993
2.8932000000000015,2.7931999999999992
2.878600000000002,2.7781999999999996
2.8646000000000016,2.7631999999999994
2.8512000000000017,2.7487999999999992
2.8386000000000013,2.7349999999999994
2.827000000000001,2.722
2.816200000000001,2.7096
2.806400000000002,2.6982
2.7976000000000014,2.6875999999999998
2.7896000000000014,2.678
2.7826000000000017,2.6694
2.776600000000002,2.6617999999999995
2.7712000000000017,2.6549999999999994
2.767200000000001,2.6493999999999995
2.764200000000001,2.6449999999999996
2.7622000000000013,2.6415999999999995
2.761200000000001,2.6391999999999998
2.761400000000001,2.6379999999999995
2.762600000000001,2.6378
2.764400000000001,2.6385999999999994
2.7668000000000013,2.6399999999999992
2.7698000000000014,2.6419999999999995
2.773200000000001,2.644799999999999
2.7772000000000014,2.6483999999999988
2.7822000000000013,2.6523999999999988
2.7878000000000016,2.657199999999999
2.793800000000001,2.662399999999999
2.800200000000001,2.6681999999999992
2.807000000000001,2.6746
2.814400000000001,2.6812
2.8222000000000014,2.6886
2.8302000000000014,2.6962
2.838400000000002,2.7042
2.847000000000002,2.7128
2.8554000000000026,2.7212
2.8640000000000025,2.7298
2.872400000000003,2.7384000000000004
2.8812000000000033,2.7476000000000003
2.8902000000000037,2.7568000000000006
2.899400000000004,2.7664000000000004
2.908800000000004,2.7762000000000007
2.918400000000004,2.7862000000000005
2.9282000000000044,2.7960000000000007
2.937800000000004,2.805800000000001
2.9468000000000045,2.815200000000001
2.9562000000000044,2.824600000000001
2.9656000000000047,2.834600000000001
2.9750000000000045,2.844400000000001
2.984200000000005,2.853800000000001
2.992800000000005,2.8630000000000013
3.0010000000000048,2.8720000000000017
3.0088000000000052,2.880400000000001
3.0162000000000053,2.888800000000001
3.023200000000005,2.8966000000000007
3.0296000000000056,2.904000000000001
3.0352000000000054,2.9108000000000005
3.0398888888888944,2.9172000000000002
3.043266666666672,2.9232
3.045533333333339,2.9286000000000003
3.0466888888888946,2.9334
3.046533333333339,2.9373999999999993
3.0452666666666715,2.9408
3.042888888888894,2.9436
3.0392000000000055,2.946
3.034200000000005,2.9476000000000004
3.028088888888894,2.9488000000000003
3.0208666666666715,2.9494000000000007
3.0123333333333386,2.9494000000000007
3.0024888888888945,2.9488000000000003
2.9917333333333387,2.948000000000001
2.9802666666666715,2.947000000000001
2.9678888888888935,2.9430000000000014
2.954600000000005,2.918000000000001
2.940400000000005,2.8958571428571447
2.9252888888888937,2.87657142857143
2.9092666666666713,2.8601428571428587
2.892533333333338,2.8465714285714303
2.875088888888894,2.835857142857144
2.856733333333338,2.828200000000001
2.8376666666666712,2.8236000000000008
2.817888888888893,2.8194000000000004
2.7974000000000037,2.8164000000000002
2.7762000000000033,2.8142
2.771600000000003,2.8118
2.763000000000003,2.809
2.757000000000003,2.8062000000000005
2.7522000000000024,2.8032000000000004
2.7480000000000024,2.8000000000000007
2.744000000000002,2.7964
2.7400000000000015,2.7928
2.7360000000000015,2.7892
2.732000000000001,2.7854
2.7280000000000006,2.7818
2.7244000000000006,2.7782
2.7212000000000005,2.7746
2.718000000000001,2.7711999999999994
2.7150000000000007,2.7673999999999994
2.712200000000001,2.764
2.709800000000001,2.7612
2.708200000000001,2.7590000000000003
2.707000000000001,2.7572
2.706200000000001,2.7558000000000002
2.705800000000001,2.754800000000001
2.705800000000001,2.754200000000001
2.706200000000001,2.7540000000000004
2.707000000000001,2.754200000000001
2.708511111111112,2.754800000000001
2.7107333333333345,2.7556000000000007
2.713666666666668,2.7568000000000006
2.717311111111113,2.758200000000001
2.7216666666666685,2.759800000000001
2.726733333333336,2.7618000000000014
2.7325111111111138,2.763800000000001
2.7392000000000025,2.766000000000001
2.7466000000000026,2.7686000000000006
2.7549111111111135,2.7712000000000008
2.763933333333336,2.774200000000001
2.7738666666666694,2.7774000000000005
2.784711111111114,2.780800000000001
2.7962666666666696,2.7842000000000007
2.808733333333336,2.7878000000000003
2.8221111111111146,2.7944000000000004
2.836600000000003,2.8218000000000005
2.8520000000000025,2.846542857142858
2.868311111111114,2.868428571428572
2.885533333333336,2.887457142857144
2.90386666666667,2.9038285714285723
2.923111111111114,2.917342857142858
2.94346666666667,2.9282000000000012
2.9647333333333363,2.9362000000000013
2.986911111111114,2.9438000000000013
3.010400000000003,2.950800000000001
3.034600000000003,2.957000000000001
3.0422000000000025,2.963400000000001
3.053800000000002,2.9704000000000006
3.062600000000002,2.9776000000000007
3.070400000000002,2.9850000000000008
3.0776000000000017,2.9928000000000003
3.084400000000002,3.0010000000000003
3.091200000000002,3.0092000000000003
3.097800000000002,3.0174000000000003
3.1044000000000023,3.0258
3.1110000000000024,3.034
3.1172000000000026,3.0422
3.1238000000000024,3.0511999999999997
3.1298000000000026,3.0597999999999996
3.135800000000003,3.0682
3.141200000000002,3.0761999999999996
3.146400000000002,3.083799999999999
3.151000000000002,3.0909999999999993
3.155400000000002,3.097999999999999
3.159600000000002,3.104599999999999
3.1638000000000015,3.1107999999999993
3.1678000000000015,3.116999999999999
3.1716000000000015,3.1228
3.1754000000000016,3.1285999999999996
3.179200000000001,3.1343999999999994
3.183000000000001,3.1397999999999997
3.186800000000001,3.1449999999999996
3.190600000000001,3.1501999999999994
3.1944000000000012,3.155399999999999
3.1982000000000013,3.160399999999999
3.202000000000001,3.165199999999999
3.205400000000001,3.1697999999999995
3.2088000000000005,3.1741999999999995
3.2118000000000007,3.178399999999999
3.2148000000000008,3.182199999999999
3.2178000000000004,3.185799999999999
3.2204,3.189199999999999
3.2228000000000003,3.1921999999999993
3.2248,3.194799999999999
3.2264,3.1967999999999988
3.2274000000000003,3.1983999999999986
3.228,3.199599999999998
3.228,3.200199999999998
3.2276,3.2003999999999984
3.2265999999999995,3.1997999999999984
3.225,3.198799999999999
3.2228,3.1971999999999987
3.2201999999999997,3.194999999999999
3.2172,3.1921999999999993
3.2132000000000005,3.188799999999999
3.2088000000000005,3.1849999999999996
3.2042000000000006,3.1809999999999996
3.199400000000001,3.1763999999999992
3.1942000000000013,3.1711999999999994
3.188800000000002,3.165799999999999
3.1830000000000016,3.1599999999999993
3.177200000000002,3.1537999999999995
3.1712000000000016,3.1473999999999993
3.165000000000002,3.1408
3.1588000000000016,3.134
3.1526000000000014,3.1273999999999997
3.1470000000000016,3.1209999999999996
3.1408000000000014,3.1135999999999995
3.135000000000001,3.1066
3.128800000000001,3.0995999999999992
3.123000000000001,3.092799999999999
3.1170000000000018,3.086199999999999
3.111200000000002,3.079599999999999
3.1054000000000017,3.0729999999999986
3.099600000000002,3.066599999999998
3.0936000000000026,3.0601999999999974
3.0878000000000028,3.053599999999997
3.0820000000000025,3.0473999999999974
3.0762000000000023,3.0409999999999973
3.0706000000000024,3.0343999999999975
3.065000000000002,3.028199999999998
3.059800000000002,3.0219999999999976
3.054800000000002,3.0159999999999973
3.0500000000000016,3.009999999999997
3.0456000000000016,3.0043999999999973
3.0414000000000017,2.9991999999999965
3.0376000000000016,2.9941999999999966
3.034000000000002,2.9893999999999967
3.031000000000002,2.9849999999999968
3.0282000000000022,2.9809999999999968
3.0256000000000025,2.9771999999999967
3.0232000000000023,2.9735999999999967
3.021200000000002,2.9703999999999966
3.0194000000000027,2.9673999999999974
3.017800000000003,2.964799999999997
3.016200000000003,2.962399999999998
3.0146000000000033,2.9597999999999978
3.0132000000000034,2.957399999999998
3.0116000000000036,2.9547999999999974
3.010000000000004,2.9521999999999973
3.0084000000000035,2.949399999999997
3.0066000000000037,2.9465999999999974
3.004600000000004,2.9437999999999973
3.0026000000000033,2.9409999999999967
3.0006000000000035,2.9379999999999966
2.9988000000000032,2.934999999999997
2.9970000000000034,2.931999999999997
2.995200000000003,2.929199999999997
2.9938000000000033,2.9265999999999974
2.992400000000003,2.9239999999999977
2.9914000000000027,2.9215999999999975
2.9904000000000024,2.9193999999999978
2.9896000000000025,2.917399999999998
2.9890000000000025,2.9153999999999978
2.988800000000002,2.9137999999999984
2.9886000000000017,2.912599999999999
2.987800000000002,2.9109999999999987
2.9868000000000023,2.909399999999999
2.985800000000003,2.9075999999999986
2.9848000000000026,2.9059999999999993
2.9838000000000022,2.9043999999999994
2.983000000000002,2.9027999999999996
2.9822000000000015,2.9012000000000002
2.981400000000001,2.8996000000000004
2.980600000000001,2.8980000000000006
2.9798,2.896400000000001
2.9788,2.8948000000000014
2.9776,2.893000000000001
2.9762,2.8910000000000013
2.9744,2.8890000000000016
2.9726,2.886800000000002
2.9707999999999997,2.884600000000002
2.9685999999999995,2.8818000000000024
2.9659999999999997,2.8788000000000027
2.9629999999999996,2.875600000000003
2.9596,2.8720000000000034
2.9560000000000004,2.868000000000003
2.952,2.863800000000003
2.9476,2.859200000000003
2.9429999999999996,2.8544000000000027
2.9379999999999997,2.849400000000003
2.9328,2.844000000000003
2.9273999999999996,2.838400000000003
2.9221999999999992,2.8328000000000033
2.916999999999999,2.827200000000003
2.9119999999999986,2.821600000000003
2.9071999999999987,2.816000000000003
2.9023999999999983,2.8106000000000027
2.8979999999999984,2.8056000000000028
2.8937999999999984,2.8010000000000024
2.8901999999999983,2.797000000000003
2.8869999999999982,2.793200000000003
2.884199999999998,2.789800000000003
2.8817999999999984,2.7868000000000035
2.8797999999999986,2.784200000000004
2.8781999999999988,2.782000000000003
2.876799999999999,2.7800000000000034
2.875599999999999,2.778400000000003
2.8745999999999987,2.777000000000003
2.873799999999999,2.7758000000000025
2.8727999999999994,2.7746000000000026
2.8719999999999994,2.7736000000000023
2.8709999999999996,2.7726000000000024
2.87,2.7718000000000016
2.8686000000000003,2.7708000000000017
2.8670000000000004,2.7692000000000014
2.8654000000000006,2.7678000000000016
2.8640000000000008,2.7664000000000017
2.8624000000000005,2.765000000000002
2.8610000000000007,2.7634000000000016
2.8594000000000013,2.7616000000000014
2.8578000000000015,2.759800000000001
2.8562000000000016,2.7578000000000014
2.8546000000000022,2.7558000000000016
2.8530000000000024,2.753800000000002
2.8514000000000026,2.7518000000000016
2.849800000000003,2.7496000000000014
2.8484000000000034,2.7476000000000016
2.847200000000003,2.7458000000000014
2.8462000000000027,2.7440000000000015
2.8454000000000033,2.7422000000000013
2.8444000000000034,2.740600000000001
2.8438000000000034,2.739600000000001
2.8436000000000035,2.7390000000000008
2.8438000000000034,2.738400000000001
2.844200000000003,2.7382000000000004
2.8448000000000024,2.7382000000000004
2.8460000000000023,2.738600000000001
2.8472000000000026,2.7392000000000007
2.8486000000000025,2.7400000000000007
2.8500000000000023,2.7408000000000006
2.851600000000002,2.7418
2.8532000000000015,2.7430000000000003
2.854400000000002,2.7439999999999998
2.8556000000000017,2.744999999999999
2.8568000000000016,2.745999999999999
2.857800000000002,2.747199999999999
2.858800000000002,2.7481999999999993
2.8596000000000017,2.7491999999999996
2.8602000000000016,2.75
2.860400000000002,2.7506
2.860400000000002,2.7509999999999994
2.860200000000002,2.7511999999999994
2.859600000000002,2.7511999999999994
2.858600000000002,2.7507999999999995
2.857200000000002,2.750199999999999
2.8556000000000017,2.7493999999999996
2.8538000000000014,2.7481999999999993
2.851600000000002,2.7467999999999995
2.849200000000002,2.744999999999999
2.8468000000000018,2.7429999999999994
2.844200000000002,2.7409999999999997
2.841800000000002,2.7388
2.8392000000000013,2.7363999999999997
2.8366000000000016,2.7338
2.8342000000000014,2.7314
2.832000000000001,2.7288
2.8298000000000005,2.7264
2.8276000000000012,2.7239999999999998
2.8254000000000015,2.7218
2.822628571428573,2.72
2.8190857142857157,2.7016000000000004
2.8147714285714303,2.6854
2.809685714285716,2.6712000000000002
2.803828571428573,2.659
2.7972000000000015,2.6487999999999996
2.7898000000000014,2.6408
2.7816285714285724,2.6346
2.7724857142857156,2.6304
2.76257142857143,2.6291999999999995
2.751685714285715,2.6263999999999994
2.739828571428572,2.6243999999999996
2.7270000000000003,2.6228
2.7132,2.6205999999999996
2.697,2.6175999999999995
2.6864,2.6148
2.681,2.612
2.676,2.6088
2.6720000000000006,2.6056
2.6686000000000005,2.6024000000000003
2.665400000000001,2.5992
2.662400000000001,2.5962
2.6598000000000015,2.5932
2.6574000000000013,2.5906000000000002
2.6554000000000015,2.5884000000000005
2.6538000000000017,2.5866000000000002
2.652400000000002,2.5852000000000004
2.651400000000002,2.5842
2.650800000000002,2.5834
2.6506000000000025,2.583
2.6506000000000025,2.5826
2.6506000000000025,2.5826
2.650800000000002,2.5826
2.651000000000002,2.5826
2.651400000000002,2.5826
2.651600000000002,2.5824000000000003
2.651600000000002,2.5822
2.651600000000002,2.582
2.6514000000000015,2.5816
2.6512000000000016,2.5812
2.651000000000002,2.5806
2.6506000000000016,2.5796000000000006
2.6500000000000017,2.5786000000000002
2.6492000000000018,2.577400000000001
2.6482000000000014,2.5762000000000005
2.6468000000000016,2.574600000000001
2.645000000000002,2.572800000000001
2.642800000000002,2.5706000000000007
2.640400000000002,2.5682000000000005
2.6376000000000017,2.5654000000000003
2.6351714285714305,2.5620000000000003
2.6333142857142873,2.5748
2.631828571428573,2.5854000000000004
2.630914285714287,2.5936000000000003
2.6307714285714296,2.5996000000000006
2.6310000000000016,2.6032000000000006
2.6320000000000014,2.605
2.63377142857143,2.6047999999999996
2.6361142857142874,2.6022
2.6388285714285735,2.5961999999999996
2.6421142857142876,2.5917999999999997
2.6461714285714306,2.5861999999999994
